match_id,season,gameweek,home_team,away_team,home_form_5,home_goals_scored_5,home_goals_conceded_5,home_offensive_str,home_defensive_str,home_avg_overall,home_squad_value,away_form_5,away_goals_scored_5,away_goals_conceded_5,away_offensive_str,away_defensive_str,away_avg_overall,away_squad_value,odds_prob_home,odds_prob_draw,odds_prob_away,result
9641,2024/25,25.0,fc-nantes,rc-strasbourg,1.2,1.2,2.6,1.2,2.6,69.58,54600000,2.0,1.0,0.2,1.0,0.2,69.0,72100000,0.3876,0.303,0.3636,A
9642,2024/25,25.0,stade-de-reims,aja-auxerre,0.0,0.2,2.2,0.2,2.2,69.92,48600000,1.0,1.8,1.8,1.8,1.8,0.0,0,0.4065,0.3067,0.3401,A
9643,2024/25,25.0,ogc-nice,olympique-lyonnais,2.6,2.2,0.6,2.2,0.6,73.28,89200000,1.8,2.8,1.6,2.8,1.6,72.74,89500000,0.4902,0.2747,0.289,A
9644,2024/25,26.0,ogc-nice,aja-auxerre,2.4,2.0,0.8,2.0,0.8,73.28,89200000,1.6,1.8,1.0,1.8,1.0,0.0,0,0.625,0.2439,0.1805,D
9645,2024/25,26.0,fc-nantes,lille-osc,0.6,0.8,2.6,0.8,2.6,69.58,54600000,1.8,1.4,1.4,1.4,1.4,0.0,0,0.2825,0.2994,0.4673,H
9646,2024/25,26.0,angers-sco,as-monaco,0.8,0.8,2.2,0.8,2.2,0.0,0,1.4,2.6,1.6,2.6,1.6,73.63,257100000,0.1481,0.2053,0.6993,A
9647,2024/25,26.0,rc-lens,stade-rennais,0.6,1.0,2.2,1.0,2.2,72.84,82750000,1.8,1.6,1.2,1.6,1.2,73.39,253175000,0.4808,0.2899,0.2786,H
9648,2024/25,26.0,olympique-lyonnais,le-havre,2.4,2.8,1.0,2.8,1.0,72.74,89500000,1.4,1.8,2.4,1.8,2.4,0.0,0,0.7353,0.1894,0.1289,H
9649,2024/25,26.0,stade-brestois,stade-de-reims,1.6,1.4,0.8,1.4,0.8,0.0,0,0.0,0.0,2.2,0.0,2.2,69.92,48600000,0.5882,0.2584,0.2016,D
9650,2024/25,26.0,montpellier-hsc,saint-etienne,0.0,0.2,2.6,0.2,2.6,0.0,0,0.4,1.2,2.8,1.2,2.8,0.0,0,0.4545,0.2732,0.3236,A
9651,2024/25,26.0,rc-strasbourg,toulouse-fc,2.6,1.2,0.0,1.2,0.0,69.0,72100000,1.6,2.2,1.0,2.2,1.0,68.76,60900000,0.4329,0.2994,0.3185,H
9652,2024/25,26.0,paris-saint-germain,olympique-de-marseille,3.0,3.2,1.0,3.2,1.0,0.0,0,1.8,1.8,1.0,1.8,1.0,73.85,58850000,0.6944,0.1969,0.1597,H
9653,2024/25,27.0,rc-strasbourg,olympique-lyonnais,2.6,1.2,0.2,1.2,0.2,69.0,72100000,2.4,2.8,1.4,2.8,1.4,72.74,89500000,0.365,0.274,0.4132,H
9654,2024/25,27.0,stade-de-reims,olympique-de-marseille,0.2,0.0,1.4,0.0,1.4,69.92,48600000,1.2,1.6,1.6,1.6,1.6,73.85,58850000,0.1825,0.2392,0.6289,H
9655,2024/25,27.0,saint-etienne,paris-saint-germain,1.0,1.6,2.4,1.6,2.4,0.0,0,3.0,3.0,1.0,3.0,1.0,0.0,0,0.0608,0.1096,0.885,A
9656,2024/25,27.0,as-monaco,ogc-nice,2.0,2.8,0.8,2.8,0.8,73.63,257100000,2.0,1.8,1.0,1.8,1.0,73.28,89200000,0.5263,0.2611,0.266,H
9657,2024/25,27.0,toulouse-fc,stade-brestois,1.4,2.0,1.0,2.0,1.0,68.76,60900000,1.2,1.0,0.8,1.0,0.8,0.0,0,0.495,0.2985,0.2584,A
9658,2024/25,27.0,angers-sco,stade-rennais,0.8,0.8,2.2,0.8,2.2,0.0,0,1.2,1.2,1.4,1.2,1.4,73.39,253175000,0.2439,0.2817,0.5291,A
9659,2024/25,27.0,aja-auxerre,montpellier-hsc,1.6,1.6,0.8,1.6,0.8,0.0,0,0.0,0.2,2.6,0.2,2.6,0.0,0,0.5714,0.2618,0.2222,H
9660,2024/25,27.0,le-havre,fc-nantes,0.8,1.8,3.0,1.8,3.0,0.0,0,1.2,1.0,2.2,1.0,2.2,69.58,54600000,0.33,0.3049,0.4202,H
9661,2024/25,27.0,lille-osc,rc-lens,1.8,1.2,1.2,1.2,1.2,0.0,0,1.2,1.2,1.8,1.2,1.8,72.84,82750000,0.4975,0.2874,0.2703,H
9662,2024/25,28.0,ogc-nice,fc-nantes,1.4,1.4,1.2,1.4,1.2,73.28,89200000,1.2,1.2,1.4,1.2,1.4,69.58,54600000,0.6623,0.2299,0.1555,A
9663,2024/25,28.0,paris-saint-germain,angers-sco,3.0,4.0,1.2,4.0,1.2,0.0,0,0.2,0.6,2.8,0.6,2.8,0.0,0,0.885,0.1098,0.0566,H
9664,2024/25,28.0,stade-brestois,as-monaco,1.6,1.4,0.8,1.4,0.8,0.0,0,2.0,1.8,0.8,1.8,0.8,73.63,257100000,0.2653,0.2695,0.5181,H
9665,2024/25,28.0,olympique-lyonnais,lille-osc,1.8,2.4,2.0,2.4,2.0,72.74,89500000,1.8,1.0,1.2,1.0,1.2,0.0,0,0.4425,0.2809,0.3279,H
9666,2024/25,28.0,rc-lens,saint-etienne,1.2,1.2,1.6,1.2,1.6,72.84,82750000,1.0,1.6,2.6,1.6,2.6,0.0,0,0.6452,0.2278,0.1818,H
9667,2024/25,28.0,montpellier-hsc,le-havre,0.0,0.0,2.0,0.0,2.0,0.0,0,1.4,2.2,2.8,2.2,2.8,0.0,0,0.4132,0.2899,0.3497,A
9668,2024/25,28.0,stade-de-reims,rc-strasbourg,0.8,0.6,1.4,0.6,1.4,69.92,48600000,2.6,1.6,0.6,1.6,0.6,69.0,72100000,0.3012,0.2882,0.4651,A
9669,2024/25,28.0,stade-rennais,aja-auxerre,1.8,1.8,1.0,1.8,1.0,73.39,253175000,2.0,1.4,0.4,1.4,0.4,0.0,0,0.5435,0.2725,0.237,A
9670,2024/25,28.0,olympique-de-marseille,toulouse-fc,0.6,0.8,2.0,0.8,2.0,73.85,58850000,1.4,2.4,1.6,2.4,1.6,68.76,60900000,0.5682,0.2618,0.2237,H
9671,2024/25,29.0,rc-lens,stade-de-reims,1.8,1.2,1.0,1.2,1.0,72.84,82750000,0.8,0.6,1.4,0.6,1.4,69.92,48600000,0.6494,0.2398,0.1595,A
9672,2024/25,29.0,as-monaco,olympique-de-marseille,2.0,1.8,0.8,1.8,0.8,73.63,257100000,1.2,1.4,1.8,1.4,1.8,73.85,58850000,0.495,0.2597,0.2994,H
9673,2024/25,29.0,toulouse-fc,lille-osc,0.8,2.0,2.0,2.0,2.0,68.76,60900000,1.2,0.8,1.4,0.8,1.4,0.0,0,0.3509,0.3077,0.3953,A
9674,2024/25,29.0,rc-strasbourg,ogc-nice,3.0,1.8,0.6,1.8,0.6,69.0,72100000,0.8,1.2,1.6,1.2,1.6,73.28,89200000,0.3937,0.2915,0.3676,D
9675,2024/25,29.0,saint-etienne,stade-brestois,0.8,1.0,2.2,1.0,2.2,0.0,0,2.0,1.8,1.0,1.8,1.0,0.0,0,0.295,0.2747,0.4831,D
9676,2024/25,29.0,le-havre,stade-rennais,2.0,2.4,2.0,2.4,2.0,0.0,0,1.2,1.6,1.2,1.6,1.2,73.39,253175000,0.2841,0.2907,0.4785,A
9677,2024/25,29.0,angers-sco,montpellier-hsc,0.0,0.0,2.4,0.0,2.4,0.0,0,0.0,0.0,2.0,0.0,2.0,0.0,0,0.5181,0.2755,0.2591,H
